completed,condition,episode_root,first_goals,first_success,method,reused_original_result,seed,selected_attempt,status,steps,success,success_by_1500,success_by_3000,success_by_5000,task,original_episode_root
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30003,{},,SinglePrior_6_xhigh,False,30003,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30004,{},,SinglePrior_6_xhigh,False,30004,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30005,{},,SinglePrior_6_xhigh,False,30005,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30006,{},,SinglePrior_6_xhigh,False,30006,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30007,{},,SinglePrior_6_xhigh,False,30007,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30008,{},,SinglePrior_6_xhigh,False,30008,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30009,{},,SinglePrior_6_xhigh,False,30009,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30010,{},,SinglePrior_6_xhigh,False,30010,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30011,{},,SinglePrior_6_xhigh,False,30011,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30012,{},,SinglePrior_6_xhigh,False,30012,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30013,{},,SinglePrior_6_xhigh,False,30013,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30014,{},,SinglePrior_6_xhigh,False,30014,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30015,"{""red_at_goal"": 255}",,SinglePrior_6_xhigh,False,30015,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30016,{},,SinglePrior_6_xhigh,False,30016,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30017,{},,SinglePrior_6_xhigh,False,30017,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30018,{},,SinglePrior_6_xhigh,False,30018,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30019,{},,SinglePrior_6_xhigh,False,30019,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30020,{},,SinglePrior_6_xhigh,False,30020,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30021,{},,SinglePrior_6_xhigh,False,30021,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30022,{},,SinglePrior_6_xhigh,False,30022,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30023,"{""red_at_goal"": 272}",,SinglePrior_6_xhigh,False,30023,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30024,{},,SinglePrior_6_xhigh,False,30024,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30025,{},,SinglePrior_6_xhigh,False,30025,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30026,{},,SinglePrior_6_xhigh,False,30026,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30027,{},,SinglePrior_6_xhigh,False,30027,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30028,{},,SinglePrior_6_xhigh,False,30028,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/two_block_sort/evaluation/SinglePrior_6_xhigh/OOD/30029,{},,SinglePrior_6_xhigh,False,30029,,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20100,"{""blue_at_goal"": 623, ""red_at_goal"": 958, ""success"": 958}",958,SinglePrior_6_xhigh,False,20100,,succeeded,958,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20101,"{""blue_at_goal"": 610, ""red_at_goal"": 952, ""success"": 952}",952,SinglePrior_6_xhigh,False,20101,,succeeded,952,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20102,"{""blue_at_goal"": 618, ""red_at_goal"": 978, ""success"": 978}",978,SinglePrior_6_xhigh,False,20102,,succeeded,978,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20103,"{""blue_at_goal"": 649, ""red_at_goal"": 998, ""success"": 998}",998,SinglePrior_6_xhigh,False,20103,,succeeded,998,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20104,"{""blue_at_goal"": 604, ""red_at_goal"": 942, ""success"": 942}",942,SinglePrior_6_xhigh,False,20104,,succeeded,942,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20105,"{""blue_at_goal"": 633, ""red_at_goal"": 963, ""success"": 963}",963,SinglePrior_6_xhigh,False,20105,,succeeded,963,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20106,"{""blue_at_goal"": 592, ""red_at_goal"": 947, ""success"": 947}",947,SinglePrior_6_xhigh,False,20106,,succeeded,947,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20107,"{""blue_at_goal"": 610, ""red_at_goal"": 963, ""success"": 963}",963,SinglePrior_6_xhigh,False,20107,,succeeded,963,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20108,"{""blue_at_goal"": 616, ""red_at_goal"": 950, ""success"": 950}",950,SinglePrior_6_xhigh,False,20108,,succeeded,950,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20109,"{""blue_at_goal"": 610, ""red_at_goal"": 969, ""success"": 969}",969,SinglePrior_6_xhigh,False,20109,,succeeded,969,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20110,"{""blue_at_goal"": 611, ""red_at_goal"": 945, ""success"": 945}",945,SinglePrior_6_xhigh,False,20110,,succeeded,945,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20111,"{""blue_at_goal"": 616, ""red_at_goal"": 947, ""success"": 947}",947,SinglePrior_6_xhigh,False,20111,,succeeded,947,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20112,"{""blue_at_goal"": 610, ""red_at_goal"": 949, ""success"": 949}",949,SinglePrior_6_xhigh,False,20112,,succeeded,949,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20113,"{""blue_at_goal"": 632, ""red_at_goal"": 976, ""success"": 976}",976,SinglePrior_6_xhigh,False,20113,,succeeded,976,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20114,"{""blue_at_goal"": 615, ""red_at_goal"": 970, ""success"": 970}",970,SinglePrior_6_xhigh,False,20114,,succeeded,970,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20115,"{""blue_at_goal"": 633, ""red_at_goal"": 976, ""success"": 976}",976,SinglePrior_6_xhigh,False,20115,,succeeded,976,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20116,"{""blue_at_goal"": 649, ""red_at_goal"": 994, ""success"": 994}",994,SinglePrior_6_xhigh,False,20116,,succeeded,994,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20117,"{""blue_at_goal"": 607, ""red_at_goal"": 941, ""success"": 941}",941,SinglePrior_6_xhigh,False,20117,,succeeded,941,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20118,"{""blue_at_goal"": 609, ""red_at_goal"": 951, ""success"": 951}",951,SinglePrior_6_xhigh,False,20118,,succeeded,951,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20119,"{""blue_at_goal"": 614}",,SinglePrior_6_xhigh,False,20119,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20120,"{""blue_at_goal"": 602, ""red_at_goal"": 939, ""success"": 939}",939,SinglePrior_6_xhigh,False,20120,,succeeded,939,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20121,"{""blue_at_goal"": 633, ""red_at_goal"": 976, ""success"": 976}",976,SinglePrior_6_xhigh,False,20121,,succeeded,976,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20122,"{""blue_at_goal"": 607, ""red_at_goal"": 947, ""success"": 947}",947,SinglePrior_6_xhigh,False,20122,,succeeded,947,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20123,"{""blue_at_goal"": 608, ""red_at_goal"": 950, ""success"": 950}",950,SinglePrior_6_xhigh,False,20123,,succeeded,950,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20124,"{""blue_at_goal"": 614, ""red_at_goal"": 941, ""success"": 941}",941,SinglePrior_6_xhigh,False,20124,,succeeded,941,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20125,"{""blue_at_goal"": 610, ""red_at_goal"": 939, ""success"": 939}",939,SinglePrior_6_xhigh,False,20125,,succeeded,939,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20126,"{""blue_at_goal"": 612, ""red_at_goal"": 960, ""success"": 960}",960,SinglePrior_6_xhigh,False,20126,,succeeded,960,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20127,"{""blue_at_goal"": 623, ""red_at_goal"": 972, ""success"": 972}",972,SinglePrior_6_xhigh,False,20127,,succeeded,972,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20128,"{""blue_at_goal"": 603, ""red_at_goal"": 932, ""success"": 932}",932,SinglePrior_6_xhigh,False,20128,,succeeded,932,True,True,True,True,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/ID/20129,"{""blue_at_goal"": 641, ""red_at_goal"": 989, ""success"": 989}",989,SinglePrior_6_xhigh,False,20129,,succeeded,989,True,True,True,True,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30100,{},,SinglePrior_6_xhigh,False,30100,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30101,{},,SinglePrior_6_xhigh,False,30101,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30102,"{""blue_at_goal"": 598}",,SinglePrior_6_xhigh,False,30102,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30103,{},,SinglePrior_6_xhigh,False,30103,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30104,{},,SinglePrior_6_xhigh,False,30104,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30105,{},,SinglePrior_6_xhigh,False,30105,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30106,{},,SinglePrior_6_xhigh,False,30106,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30107,{},,SinglePrior_6_xhigh,False,30107,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30108,{},,SinglePrior_6_xhigh,False,30108,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30109,{},,SinglePrior_6_xhigh,False,30109,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30110,{},,SinglePrior_6_xhigh,False,30110,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30111,"{""blue_at_goal"": 1197}",,SinglePrior_6_xhigh,False,30111,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30112,{},,SinglePrior_6_xhigh,False,30112,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30113,"{""blue_at_goal"": 742}",,SinglePrior_6_xhigh,False,30113,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30114,{},,SinglePrior_6_xhigh,False,30114,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30115,"{""blue_at_goal"": 609}",,SinglePrior_6_xhigh,False,30115,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30116,{},,SinglePrior_6_xhigh,False,30116,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30117,{},,SinglePrior_6_xhigh,False,30117,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30118,{},,SinglePrior_6_xhigh,False,30118,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30119,{},,SinglePrior_6_xhigh,False,30119,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30120,{},,SinglePrior_6_xhigh,False,30120,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30121,"{""blue_at_goal"": 883}",,SinglePrior_6_xhigh,False,30121,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30122,{},,SinglePrior_6_xhigh,False,30122,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30123,{},,SinglePrior_6_xhigh,False,30123,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30124,"{""blue_at_goal"": 583}",,SinglePrior_6_xhigh,False,30124,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30125,{},,SinglePrior_6_xhigh,False,30125,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30126,{},,SinglePrior_6_xhigh,False,30126,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30127,"{""blue_at_goal"": 617, ""red_at_goal"": 951, ""success"": 951}",951,SinglePrior_6_xhigh,False,30127,,succeeded,951,True,True,True,True,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30128,{},,SinglePrior_6_xhigh,False,30128,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/buffer_swap/evaluation/SinglePrior_6_xhigh/OOD/30129,{},,SinglePrior_6_xhigh,False,30129,,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/unstack_sort/evaluation/SinglePrior_6_xhigh/ID/20200,"{""blue_at_goal"": 599, ""red_at_goal"": 238, ""success"": 599}",599,SinglePrior_6_xhigh,False,20200,,succeeded,599,True,True,True,True,unstack_sort,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/single_policy_astra_xhigh/unstack_sort/evaluation/SinglePrior_6_xhigh/ID/20201,"{""blue_at_goal"": 612, ""red_at_goal"": 252, ""success"": 612}",612,SinglePrior_6_xhigh,False,20201,,succeeded,612,True,True,True,True,unstack_sort,
